Name,Date,Is Weekend?,Unique,Male,Female,Final Count,Keywords,Genre,Attending,Interested,Declined,Maybe,Post Consumptions,Post Impressions,Post Impressions Paid,Post Impressions Paid Unique,Post Engaged Fan,Post Engaged Users,Post Negative Feedback,Post Stories,Post Storytellers,Page Post Engagements,Page Posts Impressions,Post Interests Impressions,Post Interests Consumptions,Page Story Adds,Post Reactions Like Total,Post Reactions Wow Total,Post Reactions Love Total,Post Reactions Haha Total,Post Reactions Sorry Total,Post Reactions Anger Total,Post Video Views,Description,EVALUATION?
Naptown Soul Club : November Edition,"11/18/2017, 10:30:00 PM",1,0,0,0,0,,electronic,19,126,0,126,0,0,0,0,0,3,0,3,3,,,,,,0,0,0,0,0,0,0,Brought to you by Dark Matter Coffee  Nov. 18  10:30pm // $5 21+  Lineup ::: -DJ Paren -Antonio Leiriao -DJ Salazar -Special Guest Case Bloom (Little Big Things Crew  Nashville)  We've got a special run of recurring dance nights coming at you from Indy's own Naptown Soul Club! Focusing on regional artists who have paved the way for generations of soul and R&B to thrive and prosper in the midwest  Naptown Soul Club is a bombastic blend of retro and contemporary soul; '45 spinning  vinyl ripping. You'll have exclusive aural access to songs that you can't hear anywhere else.  *Occurs Monthly*,
Game Night at Pioneer : Pint Night Spins,"11/15/2017, 10:00:00 PM",0,0,0,0,0,,other,4,61,0,61,0,0,0,0,1,2,0,6,2,,,,,,0,0,0,0,0,0,0,Wednesday  November 15th is game night at Pioneer! Video Games  Board Games  Card Games  etc!  Some will be provided but feel free to bring your own!  Featured Games :  VGs = N64 Dreamcast GameCube  Board = Clue Jenga and more!    Pint Night's every Wednesday  which means discounted burrs and half off all snacks until around 11pm!  Come on out  grab a pint  and celebrate humpday in style  10pm ~ free  #pintnight,
Sweet Poison Victim / JSPB cassette release / DJ Kyle Long,"11/11/2017, 10:30:00 PM",1,125,0,0,125,,electronic,59,146,0,146,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,Red Frost Industries presents Jefferson St. Parade Band's 'RIVAL/VIRAL' cassette release show (a remix of JSPB's new album 'VIRAL') !!!  Nov. 11 10:30pm ›‹ $5 ›› Pioneer Indy 21+  10:30pm ~ Jefferson St Parade Band 11:30pm ~ Sweet Poison Victim  ***DJ Kyle Long to spin before  in-between  and after the bands***  Sweet Poison Victim Afrobeat sensationalists straight outta Naptown. https://sweetpoisonvictim.bandcamp.com/  Jefferson St. Parade Band marching band  parade band  latin  west african  jazz  crunk  drumz  dance jeffersonstparadeband.bandcamp.com,
Ian Ethan Case at Pioneer,"11/9/2017, 10:00:00 PM",0,9,0,0,9,,other,5,44,0,44,0,0,0,0,0,2,0,9,2,,,,,,0,0,0,0,0,0,0,We're honored to be bringing guitar virtuoso Ian Ethan Case into Fountain Square! Opening up the show will be the IUPUI Department of Music and Arts Technology Guitar Ensemble.  Nov. 9 10pm ›‹ $7 / $5 pre-sale 21+  Pre-sale tix here : http://www.pioneerindy.com/events-calendar/2017/11/9/ian-ethan-case   Ian Ethan Case - Open Land Music Acoustic double-neck guitarist and Candyrat recording artist Ian Ethan Case is quickly becoming recognized as “one of the most creative and engaging fingerstyle guitarists in the world” (International Center for Creativity.) After a decade of composing and performing around the country largely under the radar  in 2015 a viral facebook video of his song “Butter II” introduced his music to over 6 million listeners around the world in the course of a month. In addition to a record deal and endorsements with companies such as Ovation guitars and Boss pedals  2016 provided extensive touring opportunities throughout Europe and the United States  including two performances with a full symphony orchestra. Fingerstyle legend Don Ross invited Case to open for him in Ross’ then-hometown of Toronto  later describing his performance as “some of the most massively inventive musicianship I’ve ever heard/seen.” Other listeners have described his music as a cross between Michael Hedges and Pat Metheny.  His latest album   Earth Suite  (coming in October 2017)  features nearly a dozen musicians from all over the globe  including four-time Grammy-winning cellist Eugene Friesen and internationally acclaimed percussionist Jamey Haddad. While the studio album features a large group and dense orchestration  Case brings much of that expansive sound to his 2017-2018 concert performances thanks to live looping and sound specialist Stephanie Case who records  layers  and manipulates Ian’s playing on the spot for a dynamic  truly symphonic effect that defies the typical “solo musician with a loop pedal” stereotype. As one first-time listener in California exclaimed  “Ian’s music is phenomenal - watching him play is not ‘listening to music’; it’s a full mind experience. Transporting.”  Joining Ian will be percussionist and recent Berklee College of Music graduate Daniel Feldman. Originally from Mexico and having also lived in the Middle East  Feldman’s unique background has contributed to a rare mastery of both latin and arabic percussion  all fused with a creative  borderless approach to music.  WEBSITE: http://www.IanEthan.com  ----  A sonic feast  an epic journey both aurally and conceptually...Each piece is a mini-symphony that holds the attention fully. Run Toward the Mountains [is] a major achievement which is sure to confirm Case among the ranks of significant artists at work today.  - Céline Keating  Minor7th.com  “It was refreshing to witness a guitarist who has created his own style and is not emulating a host of other players.” - Devon “Doc” Wendell  The International Review of Music,
Hen // Ohmme // Dove,"11/8/2017, 10:00:00 PM",0,11,0,0,11,,electronic,29,75,0,75,0,0,0,0,0,1,0,3,1,,,,,,0,0,0,0,0,0,0,Nov. 8th 10pm ›‹ $5 21+ #pintnight  OHMME OHMME is an experiment in voice and sound by Sima Cunningham and Macie Stewart. They joined forces in 2014  inspired by the free improvisational music scene in Chicago  and influenced by folk and avant-garde rock. Their combined vocal and musical talents yield an incredible dichotomy of harmony and chaos that leaves the audience wanting more. OHMME has been compared to PJ Harvey  Nirvana  and Kate Bush  but their innate chemistry creates something uniquely satisfying and wholly different from their predecessors. Their self-titled EP will be released on June 30  2017 on Fox Hall Records. You can find more information on their website - http://www.ohmmemusic.com .  Hen The girls in Hen seem to be reliving their suburban family pre-teen years of dance academy recitals and neighborhood side-lawn choreography. They're now pushing 30 writing songs that sound like they were written on swings  and performing as self-anointed starlets who should perhaps know better by now. The difference is they do know better and do it anyway in a bawdy move to entertain and limber up the immediate vicinity with new old-fashioned cheers & jeers. http://www.panyrosasdiscos.net/2014/03/john-collins-mccormick-sky-thing-pre-emptive-best-of-2014/  Dove Indy minimal electro-pop https://doveband.bandcamp.com/releases,
Swan Laak / Dilettante / DJ Eade : Obtuse Nov.,"11/4/2017, 10:30:00 PM",1,104,0,0,104,"obtuse, electronic, dance",electronic,19,43,0,43,0,0,0,0,1,3,0,3,3,,,,,,0,0,0,0,0,0,0,OBTUSE November is stepping it up! Infusing Indy hiphop provocateur Swan Laak into the mix of obscure DJ talent.  Nov. 4 10:30pm ››› FREE 21+  Lineup : DJ Eade Swan Laak dilettante  ***********  Swan LAAK hiphop https://soundcloud.com/swanlaak/rage  dilettante grime DJ https://soundcloud.com/d_i_l_e_t_t_a_n_t_e  DJ Eade https://soundcloud.com/dj-eade,
"Droops Showcase feat. Paul Cherry, Bedforms, Joey Joey Michaels","11/3/2017, 10:00:00 PM",1,196,0,0,196,,rock,37,91,0,91,0,0,0,0,1,2,0,6,2,,,,,,0,0,0,0,0,0,0,Ecstatic to celebrate First Friday November with one of Indy's most scintillating art collectives  The Droops. Featuring Live Music by Paul Cherry  BEDFORMS  and Joey Joey Michaels  Nov. 3 10pm  FREE 21+  Paul Cherry sexy grooves for chill dudes https://paulcherry.bandcamp.com/album/on-top  BEDFORMS Psychedelic kraut https://bedforms.bandcamp.com/album/idlest-dreams  Joey Joey Michaels https://www.youtube.com/watch?v=vX_RUneA_jk,
DJ Shawshank : Pint Night Spins,"11/1/2017, 10:00:00 PM",0,0,0,0,0,,electronic,9,30,0,30,0,1,0,0,1,3,0,4,3,,,,,,0,0,0,0,0,0,0,Pint Night's every Wednesday  which means discounted burrs  half off all snacks  and on this special occasion  aural delights as provided by DJ Shaw Shank.  Come on out  grab a pint  and celebrate humpday in style  10pm ~ free  w/ old school video games installed for your entertainment,
Sunday Swap Meet!,"10/29/2017, 11:00:00 AM",0,0,0,0,0,,other,14,88,0,88,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,Oct. 29 11am to 3pm All ages  We're teaming up with a variety of local vendors and musicians to bring you Sunday Swap Meet! - A public marketplace located in and around Pioneer in Fountain Square occurring on the last Sunday of every month.  The Swap Meets will feature live music  food  and a variety of local clothing and apparel vendors!  Come on out and support your local artisans and creators!    ***Brunch at Pioneer served 10am to 3pm Saturday and Sunday***,
Spellbound DJ Dance Night - Halloween Edition,"10/28/2017, 10:30:00 PM",1,357,0,0,356,spellbound,electronic,101,302,0,302,,,,,,,,,,,,,,,,,,,,,,SPELLBOUND A new darkwave / goth / dark alternative / 80s retro / bloghouse / witchhouse / industrial DJ dance night at Pioneer Indy in Fountain Square Hosted by DJs Annie & Andy of A-Squared Industries and DJ Evil Twin - and our special guest is Action Jackson! October 2017 - HALLOWEEN EDITION Complete with costume contest  face painting  tarot card readings  photo booth  and more awesomeness. $5 cover at the door | 21+ with valid ID | Dance music for dead souls Photos by Greg  The Mayor  | Design by Christian Brock Forrer SPONSORED BY INDY CD & VINYL and JAGERMEISTER,
Sean Imboden Trio,"10/27/2017, 8:30:00 PM",1,0,0,0,0,,other,0,17,0,17,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,October 27 // 8:30pm // free  Show to run through dinner service. Reservations available for dine-in as normal.,
False Ragu III,"10/25/2017, 10:00:00 PM",0,0,0,0,0,,other,18,35,0,35,0,1,0,0,0,1,0,2,1,,,,,,0,0,0,0,0,0,0,False Ragu III October 25th ›‹ 10PM FREE  Nic  Porsha  JB  and intoducing Jawn Anderson.  Time travel  Relationships  Sexuality  Fashion  Fads.  Hard hitting  no holds barred  straight shooting interviews.  Uncomfortable  fact finding  truth seeking conversations that might make you squirm  but you’ll like it.  Join us as we break out an ancient relic  tear a hole in the space/time continuum  ask Secretary of State Rex Tillerson what his favorite food is  and get schooled on the proper way to navigate Georgian London’s Covent Gardens by an out of touch man of pleasure.  False Ragu is a comedic variety show.  One part stand up/monologue driven  one part sketch  and a dash sit down late night talk show.  Absurdist and alternative  adult and juvenile  drums   and kitchen appliances.,
Rock E Bassoon : Brunch Extravaganza,"10/22/2017, 12:00:00 PM",0,0,0,0,0,,rock,7,25,0,25,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,Special performance by Indy's own Bassoon collective Rock E Bassoon during Brunch on October 22nd.  12pm to 2pm FREE  *brunch service runs from 10am to 3pm* Reservations for dine-in available as usual  Rock E Bassoon covers hit songs spanning various genres and multiple decades  using only bassoons!  Members are Bassoons: Mark Ortwein Doug Spaniol Matt Gutwein Diana Ortega Kelly Sweensson Mike Muszynski  Vocals: Andy Bridge Jacob Eaton Annie Hostetter Becky Hostetter,
Naptown Soul Club : October Edition,"10/21/2017, 10:30:00 PM",1,76,0,0,71,,electronic,16,96,0,96,0,0,0,0,0,1,0,1,1,,,,,,0,0,0,0,0,0,0,Brought to you by Dark Matter Coffee  Oct 21  10:30pm // $5 21+  Lineup ::: -DJ Paren -Antonio Leiriao -DJ Chase -Special Guest Frank Raines (Funk Night Records  Detroit)  We've got a special run of recurring dance nights coming at you from Indy's own Naptown Soul Club! Focusing on regional artists who have paved the way for generations of soul and R&B to thrive and prosper in the midwest  Naptown Soul Club is a bombastic blend of retro and contemporary soul; '45 spinning  vinyl ripping.  *Occurs Monthly*,
The Bridge : Nashville,"10/14/2017, 10:30:00 PM",1,20,0,0,19,,rock,25,45,0,45,0,0,0,0,0,5,0,14,5,,,,,,0,0,0,0,0,0,0,The Bridge is a new hiphop series at Pioneer showcasing artists from the region alongside local talent. Oct. 14th edition : Nashville  Oct. 14 10:30pm ›‹ $5 21+   *DJ 2blunts will be spinning all night* soundcloud.com/JoeFife  ››› Outta Nashville : Evan Grey http://soundcloud.com/3van6rey  Sunodie  https://youtu.be/6o0Bf1F9bao  K-DA  https://youtu.be/TO59TNU_mUg https://youtu.be/TO59TNU_mUg  ››› Outta Naptown : Mula Kkhan www.mulakkhan.com  Danjah317 soundcloud.com/danjah317  New Wave Collective Indy hiphop collective feat. Fre$co  Don Chambers  & J-Ice https://soundcloud.com/hardwood-j-ice,
Sweet Poison Victim // DJ Kyle Long // Knot Brothers,"10/13/2017, 10:30:00 PM",1,88,0,0,88,"Afrobeat rock, spv",electronic,34,212,0,212,0,0,0,0,1,2,0,2,2,,,,,,0,0,0,0,0,0,0,"SPV's coming back in October!
 w/ non-stop dance-beats provided by DJ Kyle Long before  after  and in between the bands.
 
 Oct. 13
 10:30pm ›‹ $5 ›› Pioneer Indy
 21+
 
 10:30pm ~ Knot Brothers
 11:30pm ~ Sweet Poison Victim
 
 ***DJ Kyle Long to spin before  in-between  and after the bands***
 
 Sweet Poison Victim
 Afrobeat sensationalists straight outta Naptown.
 https://sweetpoisonvictim.bandcamp.com/
 
 Knot Brothers
 2016 was an interesting year to say the least for the Knot Brothers. In their first year as a band they quickly became a staple of the Indianapolis music scene and took the city by storm playing their unique combination of rock  rap  and pop music that draws inspiration from acts such as Chromeo  Daft Punk  and Gym Class Heroes. Knot Brothers' combination of driving bass lines and fun loving party lyrics make them an unstoppable force of music  and they're just getting started.
 http://knotbrothers.bandcamp.com",
"Obtuse Feat. Machine Girl, Five Star Hotel, and Lyrbird","10/12/2017, 10:00:00 PM",0,19,0,0,19,"DJ, obtuse",electronic,18,36,0,36,0,0,0,0,1,2,0,2,2,,,,,,0,0,0,0,0,0,0,We have a special edition of OBTUSE coming at you in October featuring horror-wave connoisseurs Machine Girl & Five Star Hotel. Featured DJ : Talissman  $5 Oct. 12th 10pm 21+  Lineup :  10:30pm ~ Five Star Hotel 11:30pm ~ Machine Girl  *Lyrbird to DJ before  in-between  and after the bands*  w/ a special tele-installation by the #hakkhaus ////////////////////////\\\\\\\\\\\\\\\\\\\\\\//////////////////////\\\\\\\\\\\\\\\\\\\\\\\  Machine Girl Producer from the inner circles of hell https://soundcloud.com/machine-girl https://www.youtube.com/watch?v=_Q_xtwpciAI  Five Star Hotel https://fivestarhotel.bandcamp.com/  Lyrbird http://soundcloud.com/pressinglight,
I Barking Love Dogs : Comedy Benefit show for The Humane Society,"10/11/2017, 9:00:00 PM",0,0,0,0,0,,other,9,44,0,44,0,1,0,0,0,1,0,1,1,,,,,,0,0,0,0,0,0,0,October 11th 9pm - 11pm $10 suggested donation  **A comedy show benefitting the Humane Society of Indianapolis**  Jeff Bodart Josh Cocks Evanne Offenbacker Charlie Hester  W/ your host Tyson Cox  Comedian Jeff Bodart Since starting stand up in 2001  Jeff Bodart has been making a name for himself performing in comedy clubs across the country. He has appeared multiple times on the nationally syndicated radio show  The Bob & Tom Show. You may have seen Jeff on the Comcast Cable network as well as The WB.  Jeff's style is so relatable you will feel you know him. Being the youngest in his family has prepared him for a life of comedy. His animated and goofy demeanor combined with edgy quips covering his dating life  working out  his favorite food of cheese sticks  and the fact that he could never be on  Survivor  makes for some great laughs for anyone watching his show.,
